Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform,Genre,Publisher
3329,2007.0,0.51,0.05,0.0,0.05,0.61,28,0,0
3330,2002.0,0.43,0.16,0.0,0.01,0.61,6,3,3
3331,2008.0,0.34,0.2,0.0,0.06,0.61,4,9,9
3332,2003.0,0.5,0.02,0.0,0.08,0.61,16,2,2
3333,2010.0,0.31,0.24,0.0,0.06,0.61,28,2,2
3334,2009.0,0.3,0.24,0.0,0.06,0.61,28,8,8
3335,2009.0,0.11,0.14,0.33,0.02,0.6,26,11,11
3336,2003.0,0.43,0.16,0.0,0.01,0.6,6,10,10
3337,2011.0,0.19,0.11,0.25,0.06,0.6,20,10,10
3338,2004.0,0.43,0.16,0.0,0.01,0.6,6,6,6
3339,2005.0,0.5,0.02,0.0,0.08,0.6,16,4,4
3340,2001.0,0.4,0.1,0.09,0.02,0.6,7,6,6
3341,2003.0,0.3,0.23,0.0,0.08,0.6,16,2,2
3342,2005.0,0.42,0.16,0.0,0.02,0.6,29,2,2
3343,2010.0,0.0,0.0,0.6,0.0,0.6,19,7,7
3344,2007.0,0.28,0.25,0.0,0.06,0.6,4,0,0
3345,2007.0,0.5,0.02,0.0,0.08,0.6,16,10,10
3346,2011.0,0.36,0.19,0.0,0.05,0.6,26,0,0
3347,2013.0,0.33,0.22,0.0,0.05,0.6,27,0,0
3349,2009.0,0.18,0.19,0.2,0.04,0.6,4,3,3
3350,2009.0,0.38,0.15,0.0,0.08,0.6,17,10,10
3351,2015.0,0.31,0.22,0.03,0.05,0.6,2,0,0
3352,2011.0,0.22,0.25,0.04,0.09,0.6,17,1,1
3353,2014.0,0.12,0.37,0.0,0.1,0.6,18,0,0
3354,1995.0,0.21,0.14,0.21,0.04,0.6,15,7,7
3355,2009.0,0.13,0.18,0.0,0.29,0.6,16,4,4
3356,2001.0,0.29,0.23,0.0,0.08,0.6,16,6,6
3357,2009.0,0.22,0.24,0.0,0.14,0.6,19,0,0
3358,2006.0,0.5,0.02,0.0,0.08,0.6,16,0,0
3359,1997.0,0.0,0.0,0.6,0.0,0.6,21,5,5
3360,2001.0,0.29,0.23,0.0,0.08,0.6,16,8,8
3361,2014.0,0.34,0.21,0.0,0.05,0.6,30,0,0
3362,2000.0,0.37,0.08,0.14,0.01,0.6,10,6,6
3363,1997.0,0.09,0.26,0.23,0.02,0.6,10,10,10
3364,2013.0,0.4,0.15,0.0,0.06,0.6,27,4,4
3365,2001.0,0.29,0.23,0.0,0.08,0.6,16,6,6
3366,2008.0,0.32,0.23,0.0,0.04,0.6,26,3,3
3367,2002.0,0.0,0.0,0.56,0.04,0.6,15,2,2
3368,1998.0,0.0,0.0,0.56,0.04,0.6,15,9,9
3369,2005.0,0.49,0.03,0.03,0.05,0.6,28,6,6
3370,2012.0,0.24,0.25,0.0,0.11,0.6,17,11,11
3371,2010.0,0.25,0.28,0.0,0.06,0.6,28,6,6
3372,1998.0,0.33,0.23,0.0,0.04,0.6,15,1,1
3373,2012.0,0.55,0.01,0.0,0.04,0.6,2,0,0
3374,1995.0,0.0,0.0,0.6,0.0,0.6,23,11,11
3375,2010.0,0.4,0.13,0.0,0.07,0.6,17,10,10
3376,2012.0,0.38,0.16,0.0,0.05,0.6,28,1,1
3377,2008.0,0.34,0.2,0.0,0.06,0.6,28,3,3
3378,2014.0,0.26,0.24,0.0,0.1,0.6,18,0,0
3379,2007.0,0.29,0.23,0.0,0.08,0.6,16,10,10
3380,2004.0,0.31,0.22,0.0,0.06,0.6,4,6,6
3381,2010.0,0.29,0.22,0.0,0.09,0.6,17,2,2
3382,2003.0,0.0,0.0,0.6,0.0,0.6,16,11,11
3383,2005.0,0.26,0.0,0.31,0.02,0.6,4,5,5
3384,2008.0,0.0,0.53,0.0,0.06,0.59,13,0,0
3385,2004.0,0.29,0.23,0.0,0.08,0.59,16,6,6
3386,2012.0,0.13,0.35,0.0,0.11,0.59,20,4,4
3387,2012.0,0.07,0.46,0.0,0.07,0.59,28,10,10
3388,2008.0,0.15,0.38,0.0,0.07,0.59,28,10,10
3389,2005.0,0.0,0.0,0.59,0.0,0.59,16,11,11
3390,2010.0,0.56,0.0,0.0,0.03,0.59,26,3,3
3391,1997.0,0.0,0.0,0.56,0.04,0.59,15,10,10
3392,2011.0,0.15,0.34,0.0,0.1,0.59,13,0,0
3393,1998.0,0.33,0.22,0.0,0.04,0.59,15,10,10
3394,2001.0,0.33,0.22,0.0,0.04,0.59,15,3,3
3395,2002.0,0.46,0.12,0.0,0.02,0.59,7,8,8
3396,2009.0,0.23,0.11,0.23,0.03,0.59,4,7,7
3397,2008.0,0.31,0.22,0.0,0.06,0.59,26,0,0
3398,2010.0,0.17,0.28,0.05,0.1,0.59,17,8,8
3399,2000.0,0.33,0.22,0.0,0.04,0.59,15,10,10
3400,2011.0,0.19,0.31,0.0,0.09,0.59,13,11,11
3401,1998.0,0.0,0.0,0.55,0.04,0.59,15,10,10
3402,2008.0,0.29,0.23,0.0,0.08,0.59,16,3,3
3403,2012.0,0.0,0.0,0.59,0.0,0.59,17,0,0
3404,2009.0,0.21,0.24,0.0,0.14,0.59,19,0,0
3405,1981.0,0.55,0.03,0.0,0.01,0.59,0,5,5
3406,2008.0,0.24,0.28,0.0,0.07,0.59,28,0,0
3407,2002.0,0.21,0.17,0.16,0.06,0.59,16,10,10
3408,2004.0,0.44,0.13,0.0,0.02,0.59,29,10,10
3409,2002.0,0.46,0.12,0.0,0.02,0.59,7,4,4
3410,1981.0,0.55,0.03,0.0,0.01,0.59,0,0,0
3411,2007.0,0.54,0.0,0.0,0.04,0.59,4,3,3
3412,2008.0,0.53,0.02,0.0,0.04,0.59,26,0,0
3413,2007.0,0.52,0.03,0.0,0.04,0.59,26,0,0
3414,1997.0,0.47,0.11,0.0,0.01,0.59,10,6,6
3415,1999.0,0.47,0.11,0.0,0.01,0.59,10,10,10
3416,2013.0,0.33,0.21,0.0,0.05,0.59,28,8,8
3417,2003.0,0.36,0.08,0.14,0.02,0.59,29,10,10
3418,2004.0,0.0,0.0,0.59,0.0,0.59,16,7,7
3419,2012.0,0.39,0.14,0.02,0.04,0.59,28,2,2
3420,2011.0,0.36,0.16,0.0,0.07,0.59,17,10,10
3421,2015.0,0.05,0.09,0.42,0.03,0.59,17,7,7
3422,2010.0,0.13,0.22,0.01,0.23,0.59,16,0,0
3424,2008.0,0.51,0.04,0.0,0.05,0.59,26,10,10
3425,2010.0,0.36,0.18,0.0,0.05,0.59,28,3,3
3426,1999.0,0.33,0.22,0.0,0.04,0.59,15,0,0
3427,2008.0,0.18,0.34,0.0,0.07,0.59,28,0,0
3428,2004.0,0.29,0.22,0.0,0.08,0.59,16,4,4
3429,2007.0,0.39,0.02,0.13,0.04,0.59,19,7,7
3430,2015.0,0.2,0.22,0.08,0.08,0.59,18,7,7
3431,2008.0,0.35,0.14,0.0,0.1,0.59,19,0,0
3432,2011.0,0.25,0.25,0.0,0.09,0.59,13,8,8
3433,2010.0,0.28,0.21,0.0,0.09,0.59,17,10,10
3434,2003.0,0.34,0.13,0.11,0.01,0.59,6,9,9
3435,2003.0,0.29,0.22,0.0,0.07,0.59,16,10,10
3436,2009.0,0.14,0.37,0.0,0.07,0.59,4,10,10
3437,1994.0,0.0,0.0,0.59,0.0,0.59,23,10,10
3438,2012.0,0.26,0.22,0.0,0.1,0.59,17,8,8
3439,2003.0,0.22,0.17,0.14,0.06,0.58,16,0,0
3440,2008.0,0.15,0.37,0.0,0.07,0.58,26,0,0
3441,2007.0,0.53,0.01,0.0,0.04,0.58,26,9,9
3442,2008.0,0.29,0.22,0.0,0.07,0.58,16,0,0
3443,2009.0,0.29,0.23,0.0,0.06,0.58,26,8,8
3444,2015.0,0.28,0.25,0.0,0.05,0.58,27,3,3
3445,1995.0,0.0,0.0,0.55,0.04,0.58,15,9,9
3446,1997.0,0.29,0.19,0.07,0.04,0.58,15,7,7
3447,2010.0,0.53,0.02,0.0,0.04,0.58,26,10,10
3448,2014.0,0.3,0.18,0.0,0.1,0.58,18,10,10
3449,1982.0,0.55,0.03,0.0,0.01,0.58,0,5,5
3450,2005.0,0.06,0.04,0.47,0.01,0.58,16,7,7
3451,2004.0,0.49,0.02,0.0,0.08,0.58,16,7,7
3452,2008.0,0.35,0.03,0.17,0.03,0.58,4,9,9
3453,2009.0,0.21,0.31,0.0,0.07,0.58,26,3,3
3454,2008.0,0.35,0.18,0.0,0.05,0.58,26,4,4
3455,2009.0,0.02,0.18,0.0,0.39,0.58,13,9,9
3456,2014.0,0.3,0.22,0.02,0.04,0.58,30,10,10
3457,2011.0,0.23,0.29,0.0,0.07,0.58,26,4,4
3458,2015.0,0.31,0.22,0.0,0.05,0.58,30,10,10
3459,2014.0,0.21,0.3,0.0,0.07,0.58,13,8,8
3460,2008.0,0.54,0.0,0.0,0.04,0.58,17,10,10
3461,2009.0,0.31,0.19,0.02,0.06,0.58,28,0,0
3462,2000.0,0.32,0.22,0.0,0.04,0.58,15,10,10
3463,2013.0,0.27,0.26,0.0,0.05,0.58,2,4,4
3464,2003.0,0.28,0.22,0.0,0.07,0.58,16,0,0
3465,2010.0,0.37,0.15,0.0,0.05,0.58,28,8,8
3466,2010.0,0.27,0.06,0.22,0.03,0.58,4,9,9
3467,1997.0,0.15,0.39,0.0,0.03,0.58,10,10,10
3468,1998.0,0.14,0.4,0.0,0.04,0.58,10,10,10
3469,1998.0,0.06,0.3,0.19,0.03,0.58,10,10,10
3471,2000.0,0.28,0.22,0.0,0.07,0.58,16,8,8
3472,2000.0,0.23,0.16,0.16,0.04,0.58,15,7,7
3473,1998.0,0.0,0.0,0.54,0.04,0.58,15,7,7
3474,2005.0,0.33,0.22,0.0,0.03,0.58,29,0,0
3475,2004.0,0.28,0.22,0.0,0.07,0.58,16,7,7
3476,1998.0,0.32,0.22,0.0,0.04,0.58,15,4,4
3477,2004.0,0.42,0.15,0.0,0.01,0.58,6,1,1
3478,2007.0,0.25,0.0,0.31,0.02,0.58,4,0,0
3479,2013.0,0.05,0.02,0.5,0.01,0.58,17,2,2
3480,2009.0,0.53,0.0,0.0,0.04,0.58,4,9,9
3481,2002.0,0.28,0.22,0.0,0.07,0.58,16,8,8
3482,1998.0,0.32,0.22,0.0,0.04,0.58,15,6,6
3483,1992.0,0.0,0.0,0.58,0.0,0.58,23,7,7
3484,2006.0,0.53,0.0,0.0,0.04,0.58,28,10,10
3485,2015.0,0.21,0.27,0.0,0.09,0.58,17,10,10
3486,2006.0,0.24,0.05,0.26,0.03,0.58,4,1,1
3487,1996.0,0.0,0.0,0.58,0.0,0.58,23,11,11
3488,2010.0,0.43,0.09,0.0,0.06,0.58,17,3,3
3489,2011.0,0.27,0.11,0.14,0.06,0.58,17,7,7
3490,2009.0,0.36,0.1,0.06,0.06,0.58,17,2,2
3491,2000.0,0.32,0.22,0.0,0.04,0.58,15,0,0
3492,2002.0,0.45,0.12,0.0,0.02,0.58,7,10,10
3493,2011.0,0.54,0.0,0.0,0.04,0.58,17,10,10
3494,2006.0,0.28,0.22,0.0,0.07,0.58,16,0,0
3495,2005.0,0.48,0.02,0.0,0.08,0.58,16,10,10
3496,2009.0,0.38,0.12,0.0,0.07,0.58,17,10,10
3497,2010.0,0.1,0.41,0.01,0.06,0.58,4,1,1
3498,2009.0,0.52,0.02,0.0,0.04,0.58,26,10,10
3499,1999.0,0.32,0.22,0.0,0.04,0.58,15,7,7
3500,2010.0,0.34,0.17,0.02,0.05,0.58,26,5,5
3501,1999.0,0.55,0.02,0.0,0.0,0.58,10,10,10
3502,2008.0,0.0,0.53,0.0,0.04,0.58,17,4,4
3504,2009.0,0.28,0.22,0.0,0.07,0.58,16,10,10
3505,2008.0,0.08,0.37,0.0,0.12,0.57,17,0,0
3506,2013.0,0.28,0.0,0.27,0.02,0.57,2,7,7
3507,1994.0,0.24,0.16,0.13,0.04,0.57,15,9,9
3508,2007.0,0.29,0.23,0.0,0.06,0.57,28,8,8
3509,2007.0,0.49,0.04,0.0,0.04,0.57,28,4,4
3510,2005.0,0.53,0.0,0.0,0.04,0.57,19,6,6
3511,2005.0,0.32,0.24,0.0,0.02,0.57,29,8,8
3512,2008.0,0.28,0.22,0.0,0.07,0.57,16,5,5
3513,2002.0,0.41,0.15,0.0,0.01,0.57,6,10,10
3514,2009.0,0.23,0.28,0.0,0.06,0.57,26,0,0
3515,2005.0,0.0,0.0,0.57,0.0,0.57,16,7,7
3516,2011.0,0.37,0.15,0.0,0.05,0.57,28,0,0
3517,2008.0,0.27,0.24,0.0,0.06,0.57,28,0,0
3518,2000.0,0.0,0.0,0.54,0.04,0.57,15,11,11
3519,2004.0,0.41,0.15,0.0,0.01,0.57,6,0,0
3520,2010.0,0.24,0.24,0.01,0.09,0.57,17,0,0
3521,2008.0,0.53,0.0,0.0,0.04,0.57,4,0,0
3522,1995.0,0.11,0.08,0.35,0.04,0.57,15,7,7
3523,2008.0,0.22,0.02,0.0,0.33,0.57,16,0,0
3524,2007.0,0.21,0.23,0.0,0.13,0.57,19,0,0
3525,2011.0,0.25,0.27,0.0,0.06,0.57,28,8,8
3526,2005.0,0.44,0.11,0.0,0.02,0.57,7,10,10
3527,2007.0,0.3,0.17,0.04,0.05,0.57,26,0,0
3528,2010.0,0.01,0.45,0.0,0.11,0.57,13,0,0
3529,2008.0,0.52,0.01,0.0,0.04,0.57,4,9,9
3530,2004.0,0.47,0.02,0.0,0.08,0.57,16,2,2
3531,2013.0,0.38,0.15,0.0,0.04,0.57,28,8,8
3532,2006.0,0.51,0.02,0.0,0.04,0.57,4,9,9
3533,2009.0,0.36,0.12,0.03,0.07,0.57,17,7,7
3534,1986.0,0.0,0.0,0.57,0.0,0.57,11,0,0
3535,1997.0,0.48,0.08,0.0,0.0,0.57,10,10,10
3536,2009.0,0.52,0.01,0.0,0.04,0.57,26,10,10
3537,2011.0,0.1,0.12,0.29,0.07,0.57,19,0,0
3538,2010.0,0.27,0.25,0.0,0.05,0.57,26,3,3
3539,2001.0,0.43,0.12,0.0,0.02,0.57,29,8,8
3540,2005.0,0.11,0.08,0.35,0.03,0.57,16,0,0
3541,2011.0,0.32,0.2,0.0,0.05,0.57,2,0,0
3542,2008.0,0.5,0.03,0.0,0.04,0.57,26,4,4
3543,2002.0,0.28,0.22,0.0,0.07,0.57,16,3,3
3544,2006.0,0.47,0.02,0.0,0.08,0.57,16,10,10
3545,2002.0,0.42,0.11,0.02,0.02,0.57,29,6,6
3546,1992.0,0.0,0.0,0.57,0.0,0.57,23,5,5
3547,2003.0,0.45,0.1,0.0,0.02,0.57,29,4,4
3548,2012.0,0.19,0.25,0.04,0.09,0.57,17,8,8
3549,2002.0,0.0,0.0,0.57,0.0,0.57,16,11,11
3550,2007.0,0.29,0.22,0.0,0.06,0.57,4,1,1
3551,2002.0,0.39,0.16,0.0,0.02,0.57,29,6,6
3552,2004.0,0.19,0.15,0.17,0.05,0.57,16,0,0
3553,2000.0,0.31,0.21,0.0,0.04,0.57,15,0,0
3554,2003.0,0.28,0.22,0.0,0.07,0.57,16,8,8
3555,2013.0,0.28,0.19,0.0,0.09,0.57,17,10,10
3556,2009.0,0.4,0.12,0.0,0.05,0.57,28,3,3
3557,2008.0,0.19,0.31,0.0,0.06,0.57,26,1,1
3558,2008.0,0.09,0.4,0.0,0.07,0.57,28,0,0
3559,2009.0,0.21,0.22,0.05,0.09,0.57,17,0,0
3560,2015.0,0.24,0.28,0.0,0.05,0.56,28,0,0
3561,2000.0,0.11,0.08,0.34,0.04,0.56,15,7,7
3562,2003.0,0.44,0.11,0.0,0.02,0.56,7,0,0
3563,2007.0,0.23,0.18,0.09,0.06,0.56,16,7,7
3564,2007.0,0.26,0.04,0.24,0.03,0.56,4,4,4
3565,2003.0,0.4,0.15,0.0,0.01,0.56,6,0,0
3566,2004.0,0.4,0.15,0.0,0.01,0.56,6,5,5
3567,2006.0,0.28,0.22,0.0,0.07,0.56,16,10,10
3568,2003.0,0.4,0.15,0.0,0.01,0.56,6,0,0
3569,2001.0,0.28,0.22,0.0,0.07,0.56,16,10,10
3570,2004.0,0.31,0.11,0.13,0.01,0.56,6,5,5
3571,2003.0,0.4,0.14,0.0,0.02,0.56,29,9,9
3572,2007.0,0.28,0.22,0.0,0.07,0.56,16,10,10
3573,2001.0,0.31,0.21,0.0,0.04,0.56,15,4,4
3574,2006.0,0.28,0.21,0.0,0.07,0.56,16,3,3
3575,2006.0,0.41,0.08,0.0,0.07,0.56,19,10,10
3576,2004.0,0.4,0.15,0.0,0.01,0.56,6,3,3
3577,2004.0,0.28,0.21,0.0,0.07,0.56,16,10,10
3578,2007.0,0.27,0.05,0.22,0.03,0.56,4,1,1
3579,2001.0,0.28,0.21,0.0,0.07,0.56,16,2,2
3580,1999.0,0.31,0.21,0.0,0.04,0.56,15,0,0
3581,2011.0,0.32,0.19,0.0,0.05,0.56,4,0,0
3582,2007.0,0.28,0.21,0.0,0.07,0.56,16,9,9
3583,2005.0,0.39,0.15,0.0,0.02,0.56,29,8,8
3584,2009.0,0.28,0.22,0.0,0.06,0.56,28,8,8
3585,2001.0,0.27,0.21,0.0,0.07,0.56,16,10,10
3586,2002.0,0.4,0.15,0.0,0.01,0.56,6,10,10
3587,2005.0,0.43,0.11,0.0,0.02,0.56,7,6,6
3588,2000.0,0.31,0.21,0.0,0.04,0.56,15,6,6
3589,2010.0,0.41,0.11,0.0,0.04,0.56,26,10,10
3590,2007.0,0.49,0.02,0.0,0.04,0.56,28,10,10
3591,2003.0,0.43,0.11,0.0,0.02,0.56,29,2,2
3592,1999.0,0.39,0.09,0.07,0.01,0.56,10,0,0
3593,1993.0,0.09,0.02,0.45,0.0,0.56,23,4,4
3594,2007.0,0.27,0.21,0.0,0.07,0.56,16,0,0
3595,2015.0,0.26,0.14,0.12,0.04,0.56,2,7,7
3596,2003.0,0.15,0.12,0.26,0.04,0.56,16,7,7
3597,2011.0,0.44,0.08,0.0,0.04,0.56,26,3,3
3598,2011.0,0.13,0.09,0.27,0.06,0.56,19,7,7
3599,2008.0,0.34,0.15,0.01,0.05,0.56,28,8,8
3600,2009.0,0.15,0.35,0.0,0.07,0.56,28,3,3
3601,2001.0,0.0,0.0,0.56,0.0,0.56,5,7,7
3602,2005.0,0.27,0.21,0.0,0.07,0.56,16,0,0
3603,2008.0,0.27,0.23,0.0,0.06,0.56,4,9,9
3604,2003.0,0.27,0.21,0.0,0.07,0.56,16,3,3
3605,2002.0,0.4,0.15,0.0,0.01,0.56,6,3,3
3606,2003.0,0.4,0.15,0.0,0.01,0.56,6,11,11
3607,2002.0,0.39,0.15,0.0,0.02,0.56,29,4,4
3608,2008.0,0.32,0.18,0.0,0.05,0.56,26,0,0
3609,2005.0,0.17,0.24,0.0,0.14,0.56,19,5,5
3610,2003.0,0.27,0.21,0.0,0.07,0.56,16,10,10
3611,1994.0,0.0,0.0,0.56,0.0,0.56,23,2,2
3612,2006.0,0.49,0.02,0.0,0.04,0.56,4,9,9
3613,2005.0,0.52,0.02,0.0,0.02,0.56,29,10,10
3614,2008.0,0.0,0.0,0.56,0.0,0.56,4,3,3
3615,2014.0,0.28,0.23,0.0,0.04,0.56,30,10,10
3616,2008.0,0.48,0.04,0.0,0.04,0.56,4,9,9
3617,2013.0,0.18,0.09,0.22,0.06,0.56,20,7,7
3618,2009.0,0.27,0.23,0.0,0.06,0.56,4,0,0
3619,2010.0,0.24,0.26,0.0,0.06,0.56,26,10,10
3620,2001.0,0.27,0.21,0.0,0.07,0.56,16,8,8
3621,2006.0,0.37,0.02,0.14,0.03,0.56,4,7,7
3622,2010.0,0.5,0.02,0.0,0.03,0.56,26,6,6
3623,2006.0,0.51,0.0,0.0,0.04,0.56,26,10,10
3624,2001.0,0.27,0.21,0.0,0.07,0.56,16,6,6
3625,2007.0,0.18,0.36,0.0,0.02,0.56,4,9,9
3626,2006.0,0.42,0.12,0.0,0.01,0.56,29,10,10
3627,2011.0,0.39,0.08,0.02,0.06,0.56,17,0,0
3628,2011.0,0.37,0.14,0.0,0.05,0.56,28,6,6
3629,1998.0,0.27,0.18,0.06,0.04,0.55,15,7,7
3630,2015.0,0.15,0.2,0.14,0.07,0.55,17,2,2
3631,1999.0,0.31,0.21,0.0,0.04,0.55,15,10,10
3632,2010.0,0.41,0.11,0.0,0.04,0.55,4,9,9
3633,2014.0,0.35,0.16,0.0,0.05,0.55,28,7,7
3634,2001.0,0.27,0.21,0.0,0.07,0.55,16,0,0
3635,2005.0,0.34,0.01,0.15,0.06,0.55,16,0,0
3636,2013.0,0.35,0.13,0.0,0.08,0.55,17,4,4
3637,2006.0,0.42,0.11,0.0,0.02,0.55,29,0,0
3638,1994.0,0.0,0.0,0.55,0.0,0.55,21,6,6
3639,2010.0,0.22,0.28,0.0,0.05,0.55,26,0,0
3640,2012.0,0.24,0.22,0.0,0.09,0.55,17,10,10
3641,2002.0,0.4,0.13,0.0,0.02,0.55,29,2,2
3642,1996.0,0.0,0.0,0.52,0.04,0.55,15,7,7
3643,2005.0,0.0,0.0,0.55,0.0,0.55,4,2,2
3644,2009.0,0.3,0.17,0.0,0.07,0.55,17,2,2
3645,1982.0,0.52,0.03,0.0,0.01,0.55,0,10,10
3646,2001.0,0.31,0.21,0.0,0.04,0.55,15,8,8
3647,2009.0,0.52,0.0,0.0,0.04,0.55,4,3,3
3648,1999.0,0.31,0.21,0.0,0.04,0.55,15,0,0
3649,1996.0,0.0,0.0,0.55,0.0,0.55,21,1,1
3650,2016.0,0.0,0.0,0.55,0.0,0.55,2,0,0
3651,2001.0,0.21,0.16,0.12,0.05,0.55,16,0,0
3652,2001.0,0.27,0.21,0.0,0.07,0.55,16,1,1
3653,2012.0,0.29,0.15,0.04,0.07,0.55,20,8,8
3654,2010.0,0.32,0.16,0.03,0.05,0.55,26,2,2
3655,2007.0,0.47,0.04,0.0,0.04,0.55,28,0,0
3656,2007.0,0.18,0.27,0.0,0.1,0.55,17,8,8
3657,2008.0,0.33,0.22,0.0,0.0,0.55,19,4,4
3658,2014.0,0.17,0.33,0.0,0.05,0.55,13,0,0
3659,2004.0,0.0,0.0,0.55,0.0,0.55,16,10,10
3660,2007.0,0.5,0.01,0.0,0.05,0.55,17,10,10
3661,2008.0,0.51,0.0,0.0,0.04,0.55,4,10,10
3662,2008.0,0.51,0.0,0.0,0.04,0.55,4,5,5
3663,2002.0,0.34,0.18,0.0,0.02,0.55,29,10,10
3664,2002.0,0.22,0.08,0.24,0.01,0.55,6,4,4
3665,2000.0,0.31,0.21,0.0,0.04,0.55,15,2,2
3666,2014.0,0.2,0.25,0.02,0.09,0.55,18,0,0
3667,1996.0,0.31,0.21,0.0,0.04,0.55,15,8,8
3668,1999.0,0.0,0.0,0.51,0.04,0.55,15,11,11
3669,1997.0,0.0,0.0,0.55,0.0,0.55,21,11,11
3670,2004.0,0.4,0.13,0.0,0.02,0.55,29,4,4
3671,2002.0,0.0,0.0,0.55,0.0,0.55,16,10,10
3672,2010.0,0.18,0.21,0.07,0.08,0.55,17,8,8
3673,2001.0,0.39,0.15,0.0,0.01,0.55,6,0,0
3674,1998.0,0.0,0.0,0.55,0.0,0.55,21,11,11
3675,2010.0,0.3,0.19,0.0,0.05,0.55,28,0,0
3676,2012.0,0.31,0.0,0.21,0.03,0.55,2,7,7
3677,2008.0,0.49,0.02,0.0,0.04,0.55,26,10,10
3678,2003.0,0.39,0.15,0.0,0.01,0.55,6,4,4
3679,2010.0,0.11,0.05,0.36,0.02,0.55,17,0,0
3680,1995.0,0.29,0.2,0.02,0.04,0.55,15,2,2
3681,2002.0,0.39,0.14,0.0,0.02,0.55,29,8,8
3682,2005.0,0.45,0.02,0.0,0.07,0.55,16,6,6
3683,2010.0,0.22,0.24,0.03,0.05,0.55,28,8,8
3684,2008.0,0.51,0.0,0.0,0.04,0.55,26,3,3
3685,2003.0,0.27,0.21,0.0,0.07,0.55,16,3,3
3686,1996.0,0.3,0.21,0.0,0.04,0.55,15,3,3
3687,2004.0,0.4,0.12,0.0,0.02,0.55,29,8,8
3688,2006.0,0.26,0.08,0.13,0.07,0.55,19,2,2
3689,2014.0,0.12,0.32,0.0,0.1,0.54,17,0,0
3690,2008.0,0.36,0.0,0.0,0.19,0.54,16,0,0
3691,2008.0,0.0,0.06,0.0,0.48,0.54,16,3,3
3692,2007.0,0.49,0.02,0.0,0.04,0.54,28,10,10
3693,2009.0,0.46,0.03,0.01,0.05,0.54,17,10,10
3694,2004.0,0.4,0.12,0.0,0.02,0.54,29,4,4
3695,2006.0,0.16,0.35,0.0,0.04,0.54,29,10,10
3696,2000.0,0.0,0.0,0.54,0.0,0.54,16,10,10
3697,1999.0,0.0,0.0,0.54,0.0,0.54,5,7,7
3698,2006.0,0.4,0.03,0.08,0.04,0.54,26,6,6
3699,2009.0,0.29,0.17,0.04,0.05,0.54,28,7,7
3700,2008.0,0.07,0.4,0.0,0.07,0.54,26,6,6
3701,2003.0,0.42,0.11,0.0,0.02,0.54,29,9,9
3702,2010.0,0.11,0.27,0.02,0.14,0.54,19,6,6
3703,2005.0,0.27,0.21,0.0,0.07,0.54,16,6,6
3704,2011.0,0.4,0.08,0.03,0.04,0.54,28,7,7
3705,2012.0,0.08,0.33,0.01,0.11,0.54,17,6,6
3706,2011.0,0.25,0.2,0.0,0.08,0.54,17,3,3
3707,2003.0,0.14,0.11,0.25,0.04,0.54,16,11,11
3708,2003.0,0.39,0.14,0.0,0.01,0.54,6,4,4
3709,2015.0,0.15,0.3,0.0,0.09,0.54,17,0,0
3710,2008.0,0.0,0.14,0.38,0.02,0.54,4,7,7
3711,2010.0,0.0,0.0,0.54,0.0,0.54,4,7,7
3712,2015.0,0.29,0.21,0.0,0.05,0.54,30,1,1
3713,2015.0,0.13,0.24,0.1,0.07,0.54,18,0,0
3714,2007.0,0.25,0.23,0.0,0.06,0.54,26,0,0
3715,2004.0,0.26,0.21,0.0,0.07,0.54,16,6,6
3716,2010.0,0.42,0.09,0.0,0.04,0.54,4,5,5
3718,1982.0,0.5,0.03,0.0,0.01,0.54,0,0,0
3719,1999.0,0.43,0.1,0.0,0.01,0.54,10,0,0
3720,1998.0,0.11,0.39,0.0,0.03,0.54,10,10,10
3721,2011.0,0.0,0.0,0.54,0.0,0.54,17,2,2
3722,2011.0,0.39,0.1,0.01,0.04,0.54,28,2,2
3723,2013.0,0.21,0.13,0.13,0.06,0.54,17,7,7
3724,1998.0,0.09,0.06,0.35,0.04,0.54,15,3,3
3725,2005.0,0.29,0.08,0.16,0.01,0.54,7,0,0
3726,2002.0,0.0,0.0,0.54,0.0,0.54,16,7,7
3727,2008.0,0.24,0.23,0.0,0.06,0.54,4,3,3
3728,1999.0,0.0,0.0,0.5,0.04,0.54,15,3,3
3729,2013.0,0.4,0.1,0.0,0.04,0.54,28,10,10
3730,2010.0,0.12,0.16,0.18,0.09,0.54,19,7,7
3731,2014.0,0.28,0.21,0.0,0.05,0.54,28,0,0
3732,2012.0,0.51,0.0,0.0,0.03,0.54,26,10,10
3733,2008.0,0.33,0.03,0.15,0.03,0.54,4,7,7
3734,2009.0,0.13,0.29,0.01,0.11,0.54,17,8,8
3735,2011.0,0.22,0.23,0.0,0.09,0.54,17,6,6
3736,2004.0,0.39,0.14,0.0,0.01,0.54,6,3,3
3737,2010.0,0.32,0.17,0.0,0.05,0.54,4,0,0
3738,2001.0,0.42,0.11,0.0,0.01,0.54,7,10,10
3739,2009.0,0.35,0.14,0.0,0.05,0.54,4,2,2
3740,2004.0,0.46,0.06,0.0,0.02,0.54,29,8,8
3741,2008.0,0.42,0.08,0.0,0.04,0.54,4,5,5
3742,2006.0,0.39,0.01,0.1,0.04,0.54,4,8,8
3743,2004.0,0.0,0.0,0.54,0.0,0.54,16,10,10
